GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.classic	Fisher.weight01	ontology
GO:0051766	inositol trisphosphate kinase activity	50	0	0.06	2426	1.00000	1	MF
GO:0051777	ent-kaurenoate oxidase activity	8	0	0.01	2427	1.00000	1	MF
GO:0051787	misfolded protein binding	189	0	0.23	2428	1.00000	1	MF
GO:0051879	Hsp90 protein binding	76	0	0.09	2429	1.00000	1	MF
GO:0051880	G-quadruplex DNA binding	12	0	0.01	2430	1.00000	1	MF
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	37	0	0.04	2431	1.00000	1	MF
GO:0051920	peroxiredoxin activity	29	0	0.03	2432	1.00000	1	MF
GO:0051980	iron-nicotianamine transmembrane transporter activity	23	0	0.03	2433	1.00000	1	MF
GO:0051991	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-a...	6	0	0.01	2434	1.00000	1	MF
GO:0051996	squalene synthase activity	10	0	0.01	2435	1.00000	1	MF
GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	5	0	0.01	2436	1.00000	1	MF
GO:0052593	tryptamine:oxygen oxidoreductase (deaminating) activity	29	0	0.03	2437	1.00000	1	MF
GO:0052594	aminoacetone:oxygen oxidoreductase(deaminating) activity	29	0	0.03	2438	1.00000	1	MF
GO:0052595	aliphatic-amine oxidase activity	14	0	0.02	2439	1.00000	1	MF
GO:0052596	phenethylamine:oxygen oxidoreductase (deaminating) activity	29	0	0.03	2440	1.00000	1	MF
GO:0052615	ent-kaurene oxidase activity	11	0	0.01	2441	1.00000	1	MF
GO:0052616	ent-kaur-16-en-19-ol oxidase activity	7	0	0.01	2442	1.00000	1	MF
GO:0052617	ent-kaur-16-en-19-al oxidase activity	7	0	0.01	2443	1.00000	1	MF
GO:0052622	ATP dimethylallyltransferase activity	5	0	0.01	2444	1.00000	1	MF
GO:0052623	ADP dimethylallyltransferase activity	5	0	0.01	2445	1.00000	1	MF
GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity	14	0	0.02	2446	1.00000	1	MF
GO:0052630	UDP-N-acetylgalactosamine diphosphorylase activity	9	0	0.01	2447	1.00000	1	MF
GO:0052634	C-19 gibberellin 2-beta-dioxygenase activity	29	0	0.03	2448	1.00000	1	MF
GO:0052636	arabinosyltransferase activity	23	0	0.03	2449	1.00000	1	MF
GO:0052650	NADP-retinol dehydrogenase activity	12	0	0.01	2450	1.00000	1	MF
GO:0052654	L-leucine transaminase activity	30	0	0.04	2451	1.00000	1	MF
GO:0052655	L-valine transaminase activity	30	0	0.04	2452	1.00000	1	MF
GO:0052656	L-isoleucine transaminase activity	30	0	0.04	2453	1.00000	1	MF
GO:0052662	zeaxanthin epoxidase activity	15	0	0.02	2454	1.00000	1	MF
GO:0052665	tRNA (uracil-2'-O-)-methyltransferase activity	8	0	0.01	2455	1.00000	1	MF
GO:0052667	phosphomethylethanolamine N-methyltransferase activity	10	0	0.01	2456	1.00000	1	MF
GO:0052668	farnesol kinase activity	8	0	0.01	2457	1.00000	1	MF
GO:0052670	geraniol kinase activity	7	0	0.01	2458	1.00000	1	MF
GO:0052671	geranylgeraniol kinase activity	8	0	0.01	2459	1.00000	1	MF
GO:0052673	prenol kinase activity	10	0	0.01	2460	1.00000	1	MF
GO:0052691	UDP-arabinopyranose mutase activity	19	0	0.02	2461	1.00000	1	MF
GO:0052692	raffinose alpha-galactosidase activity	80	0	0.1	2462	1.00000	1	MF
GO:0052716	hydroquinone:oxygen oxidoreductase activity	99	0	0.12	2463	1.00000	1	MF
GO:0052717	tRNA-specific adenosine-34 deaminase activity	5	0	0.01	2464	1.00000	1	MF
GO:0052722	fatty acid in-chain hydroxylase activity	7	0	0.01	2465	1.00000	1	MF
GO:0052723	inositol hexakisphosphate 1-kinase activity	11	0	0.01	2466	1.00000	1	MF
GO:0052724	inositol hexakisphosphate 3-kinase activity	11	0	0.01	2467	1.00000	1	MF
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity	28	0	0.03	2468	1.00000	1	MF
GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity	26	0	0.03	2469	1.00000	1	MF
GO:0052736	beta-glucanase activity	27	0	0.03	2470	1.00000	1	MF
GO:0052742	phosphatidylinositol kinase activity	40	0	0.05	2471	1.00000	1	MF
GO:0052744	phosphatidylinositol monophosphate phosphatase activity	17	0	0.02	2472	1.00000	1	MF
GO:0052747	sinapyl alcohol dehydrogenase activity	62	0	0.07	2473	1.00000	1	MF
GO:0052793	pectin acetylesterase activity	69	0	0.08	2474	1.00000	1	MF
GO:0052821	DNA-7-methyladenine glycosylase activity	6	0	0.01	2475	1.00000	1	MF
GO:0052822	DNA-3-methylguanine glycosylase activity	6	0	0.01	2476	1.00000	1	MF
GO:0052826	inositol hexakisphosphate 2-phosphatase activity	5	0	0.01	2477	1.00000	1	MF
GO:0052832	inositol monophosphate 3-phosphatase activity	14	0	0.02	2478	1.00000	1	MF
GO:0052833	inositol monophosphate 4-phosphatase activity	14	0	0.02	2479	1.00000	1	MF
GO:0052834	inositol monophosphate phosphatase activity	33	0	0.04	2480	1.00000	1	MF
GO:0052856	NADHX epimerase activity	10	0	0.01	2481	1.00000	1	MF
GO:0052857	NADPHX epimerase activity	10	0	0.01	2482	1.00000	1	MF
GO:0052860	2'-deoxymugineic-acid 3-dioxygenase activity	6	0	0.01	2483	1.00000	1	MF
GO:0052861	glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group	18	0	0.02	2484	1.00000	1	MF
GO:0052862	glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group	18	0	0.02	2485	1.00000	1	MF
GO:0052878	linoleate 8R-lipoxygenase activity	6	0	0.01	2486	1.00000	1	MF
GO:0052883	tyrosine ammonia-lyase activity	11	0	0.01	2487	1.00000	1	MF
GO:0052886	9,9'-dicis-carotene:quinone oxidoreductase activity	29	0	0.03	2488	1.00000	1	MF
GO:0052887	7,9,9'-tricis-neurosporene:quinone oxidoreductase activity	29	0	0.03	2489	1.00000	1	MF
GO:0052890	oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	5	0	0.01	2490	1.00000	1	MF
GO:0052893	N1-acetylspermine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	11	0	0.01	2491	1.00000	1	MF
GO:0052894	norspermine:oxygen oxidoreductase activity	41	0	0.05	2492	1.00000	1	MF
GO:0052895	N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity	12	0	0.01	2493	1.00000	1	MF
GO:0052896	spermidine oxidase (propane-1,3-diamine-forming) activity	11	0	0.01	2494	1.00000	1	MF
GO:0052897	N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	7	0	0.01	2495	1.00000	1	MF
GO:0052900	spermine oxidase (propane-1,3-diamine-forming) activity	11	0	0.01	2496	1.00000	1	MF
GO:0052901	spermine:oxygen oxidoreductase (spermidine-forming) activity	41	0	0.05	2497	1.00000	1	MF
GO:0052902	spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity	21	0	0.03	2498	1.00000	1	MF
GO:0052903	N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	26	0	0.03	2499	1.00000	1	MF
GO:0052904	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	19	0	0.02	2500	1.00000	1	MF
GO:0052906	tRNA (guanine(37)-N(1))-methyltransferase activity	7	0	0.01	2501	1.00000	1	MF
GO:0052918	dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	6	0	0.01	2502	1.00000	1	MF
GO:0052923	all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity	10	0	0.01	2503	1.00000	1	MF
GO:0052924	all-trans-nonaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific) activity	10	0	0.01	2504	1.00000	1	MF
GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	10	0	0.01	2505	1.00000	1	MF
GO:0052926	dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	6	0	0.01	2506	1.00000	1	MF
GO:0052927	CTP:tRNA cytidylyltransferase activity	12	0	0.01	2507	1.00000	1	MF
GO:0052929	ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity	17	0	0.02	2508	1.00000	1	MF
GO:0055106	ubiquitin-protein transferase regulator activity	56	0	0.07	2509	1.00000	1	MF
GO:0060229	lipase activator activity	9	0	0.01	2510	1.00000	1	MF
GO:0060590	ATPase regulator activity	115	0	0.14	2511	1.00000	1	MF
GO:0061133	endopeptidase activator activity	11	0	0.01	2512	1.00000	1	MF
GO:0061513	glucose 6-phosphate:inorganic phosphate antiporter activity	7	0	0.01	2513	1.00000	1	MF
GO:0061522	1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity	10	0	0.01	2514	1.00000	1	MF
GO:0061542	3-demethylubiquinol-n 3-O-methyltransferase activity	12	0	0.01	2515	1.00000	1	MF
GO:0061578	Lys63-specific deubiquitinase activity	41	0	0.05	2516	1.00000	1	MF
GO:0061598	molybdopterin adenylyltransferase activity	9	0	0.01	2517	1.00000	1	MF
GO:0061599	molybdopterin molybdotransferase activity	9	0	0.01	2518	1.00000	1	MF
GO:0061604	molybdopterin-synthase sulfurtransferase activity	11	0	0.01	2519	1.00000	1	MF
GO:0061605	molybdopterin-synthase adenylyltransferase activity	13	0	0.02	2520	1.00000	1	MF
GO:0061608	nuclear import signal receptor activity	98	0	0.12	2521	1.00000	1	MF
GO:0061627	S-methylmethionine-homocysteine S-methyltransferase activity	15	0	0.02	2522	1.00000	1	MF
GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	8	0	0.01	2523	1.00000	1	MF
GO:0061630	ubiquitin protein ligase activity	1226	0	1.47	2524	1.00000	1	MF
GO:0061631	ubiquitin conjugating enzyme activity	150	0	0.18	2525	1.00000	1	MF
GO:0061650	ubiquitin-like protein conjugating enzyme activity	167	0	0.2	2526	1.00000	1	MF
GO:0061656	SUMO conjugating enzyme activity	10	0	0.01	2527	1.00000	1	MF
GO:0061657	UFM1 conjugating enzyme activity	7	0	0.01	2528	1.00000	1	MF
GO:0061659	ubiquitin-like protein ligase activity	1252	0	1.51	2529	1.00000	1	MF
GO:0061665	SUMO ligase activity	18	0	0.02	2530	1.00000	1	MF
GO:0061666	UFM1 ligase activity	8	0	0.01	2531	1.00000	1	MF
GO:0061710	L-threonylcarbamoyladenylate synthase	6	0	0.01	2532	1.00000	1	MF
GO:0061711	N(6)-L-threonylcarbamoyladenine synthase activity	16	0	0.02	2533	1.00000	1	MF
GO:0061712	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase	6	0	0.01	2534	1.00000	1	MF
GO:0061731	ribonucleoside-diphosphate reductase activity	16	0	0.02	2535	1.00000	1	MF
GO:0061733	peptide-lysine-N-acetyltransferase activity	168	0	0.2	2536	1.00000	1	MF
GO:0061770	translation elongation factor binding	6	0	0.01	2537	1.00000	1	MF
GO:0061775	cohesin ATPase activity	9	0	0.01	2538	1.00000	1	MF
GO:0061783	peptidoglycan muralytic activity	15	0	0.02	2539	1.00000	1	MF
GO:0061798	GTP 3',8'-cyclase activity	10	0	0.01	2540	1.00000	1	MF
GO:0061799	cyclic pyranopterin monophosphate synthase activity	5	0	0.01	2541	1.00000	1	MF
GO:0061815	ubiquitinyl hydrolase activity, acting on linear ubiquitin	12	0	0.01	2542	1.00000	1	MF
GO:0061863	microtubule plus end polymerase	20	0	0.02	2543	1.00000	1	MF
GO:0061929	gamma-glutamylaminecyclotransferase activity	9	0	0.01	2544	1.00000	1	MF
GO:0061980	regulatory RNA binding	50	0	0.06	2545	1.00000	1	MF
GO:0062045	L-lysine alpha-aminotransferase	7	0	0.01	2546	1.00000	1	MF
GO:0062046	dehydropipecolic acid reductase	10	0	0.01	2547	1.00000	1	MF
GO:0070003	threonine-type peptidase activity	83	0	0.1	2548	1.00000	1	MF
GO:0070004	cysteine-type exopeptidase activity	14	0	0.02	2549	1.00000	1	MF
GO:0070006	metalloaminopeptidase activity	130	0	0.16	2550	1.00000	1	MF
GO:0070009	serine-type aminopeptidase activity	20	0	0.02	2551	1.00000	1	MF
GO:0070012	oligopeptidase activity	9	0	0.01	2552	1.00000	1	MF
GO:0070034	telomerase RNA binding	14	0	0.02	2553	1.00000	1	MF
GO:0070037	rRNA (pseudouridine) methyltransferase activity	17	0	0.02	2554	1.00000	1	MF
GO:0070040	rRNA (adenine-C2-)-methyltransferase activity	16	0	0.02	2555	1.00000	1	MF
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity	35	0	0.04	2556	1.00000	1	MF
GO:0070043	rRNA (guanine-N7-)-methyltransferase activity	10	0	0.01	2557	1.00000	1	MF
GO:0070063	RNA polymerase binding	139	0	0.17	2558	1.00000	1	MF
GO:0070064	proline-rich region binding	8	0	0.01	2559	1.00000	1	MF
GO:0070137	ubiquitin-like protein-specific endopeptidase activity	5	0	0.01	2560	1.00000	1	MF
GO:0070139	SUMO-specific endopeptidase activity	5	0	0.01	2561	1.00000	1	MF
GO:0070180	large ribosomal subunit rRNA binding	56	0	0.07	2562	1.00000	1	MF
GO:0070181	small ribosomal subunit rRNA binding	81	0	0.1	2563	1.00000	1	MF
GO:0070182	DNA polymerase binding	65	0	0.08	2564	1.00000	1	MF
GO:0070204	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	10	0	0.01	2565	1.00000	1	MF
GO:0070205	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity	9	0	0.01	2566	1.00000	1	MF
GO:0070259	tyrosyl-DNA phosphodiesterase activity	24	0	0.03	2567	1.00000	1	MF
GO:0070260	5'-tyrosyl-DNA phosphodiesterase activity	15	0	0.02	2568	1.00000	1	MF
GO:0070273	phosphatidylinositol-4-phosphate binding	18	0	0.02	2569	1.00000	1	MF
GO:0070279	vitamin B6 binding	608	0	0.73	2570	1.00000	1	MF
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	106	0	0.13	2571	1.00000	1	MF
GO:0070300	phosphatidic acid binding	56	0	0.07	2572	1.00000	1	MF
GO:0070330	aromatase activity	34	0	0.04	2573	1.00000	1	MF
GO:0070336	flap-structured DNA binding	8	0	0.01	2574	1.00000	1	MF
GO:0070401	NADP+ binding	6	0	0.01	2575	1.00000	1	MF
GO:0070402	NADPH binding	74	0	0.09	2576	1.00000	1	MF
GO:0070403	NAD+ binding	98	0	0.12	2577	1.00000	1	MF
GO:0070492	oligosaccharide binding	23	0	0.03	2578	1.00000	1	MF
GO:0070529	L-tryptophan aminotransferase activity	10	0	0.01	2579	1.00000	1	MF
GO:0070546	L-phenylalanine aminotransferase activity	6	0	0.01	2580	1.00000	1	MF
GO:0070547	L-tyrosine aminotransferase activity	13	0	0.02	2581	1.00000	1	MF
GO:0070548	L-glutamine aminotransferase activity	16	0	0.02	2582	1.00000	1	MF
GO:0070566	adenylyltransferase activity	272	0	0.33	2583	1.00000	1	MF
GO:0070567	cytidylyltransferase activity	68	0	0.08	2584	1.00000	1	MF
GO:0070568	guanylyltransferase activity	49	0	0.06	2585	1.00000	1	MF
GO:0070577	lysine-acetylated histone binding	8	0	0.01	2586	1.00000	1	MF
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming)...	9	0	0.01	2587	1.00000	1	MF
GO:0070628	proteasome binding	51	0	0.06	2588	1.00000	1	MF
GO:0070678	preprotein binding	13	0	0.02	2589	1.00000	1	MF
GO:0070696	transmembrane receptor protein serine/threonine kinase binding	15	0	0.02	2590	1.00000	1	MF
GO:0070704	sterol desaturase activity	9	0	0.01	2591	1.00000	1	MF
GO:0070717	poly-purine tract binding	68	0	0.08	2592	1.00000	1	MF
GO:0070818	protoporphyrinogen oxidase activity	18	0	0.02	2593	1.00000	1	MF
GO:0070878	primary miRNA binding	8	0	0.01	2594	1.00000	1	MF
GO:0070883	pre-miRNA binding	5	0	0.01	2595	1.00000	1	MF
GO:0070888	E-box binding	5	0	0.01	2596	1.00000	1	MF
GO:0070905	serine binding	20	0	0.02	2597	1.00000	1	MF
GO:0071074	eukaryotic initiation factor eIF2 binding	5	0	0.01	2598	1.00000	1	MF
GO:0071077	adenosine 3',5'-bisphosphate transmembrane transporter activity	14	0	0.02	2599	1.00000	1	MF
GO:0071164	RNA trimethylguanosine synthase activity	6	0	0.01	2600	1.00000	1	MF
GO:0071522	ureidoglycine aminohydrolase activity	9	0	0.01	2601	1.00000	1	MF
GO:0071558	histone demethylase activity (H3-K27 specific)	17	0	0.02	2602	1.00000	1	MF
GO:0071566	UFM1 activating enzyme activity	13	0	0.02	2603	1.00000	1	MF
GO:0071568	UFM1 transferase activity	16	0	0.02	2604	1.00000	1	MF
GO:0071614	linoleic acid epoxygenase activity	5	0	0.01	2605	1.00000	1	MF
GO:0071617	lysophospholipid acyltransferase activity	59	0	0.07	2606	1.00000	1	MF
GO:0071667	DNA/RNA hybrid binding	7	0	0.01	2607	1.00000	1	MF
GO:0071771	aldehyde decarbonylase activity	80	0	0.1	2608	1.00000	1	MF
GO:0071916	dipeptide transmembrane transporter activity	59	0	0.07	2609	1.00000	1	MF
GO:0071917	triose-phosphate transmembrane transporter activity	27	0	0.03	2610	1.00000	1	MF
GO:0071933	Arp2/3 complex binding	22	0	0.03	2611	1.00000	1	MF
GO:0071949	FAD binding	393	0	0.47	2612	1.00000	1	MF
GO:0072328	alkene binding	35	0	0.04	2613	1.00000	1	MF
GO:0072341	modified amino acid binding	170	0	0.2	2614	1.00000	1	MF
GO:0072349	modified amino acid transmembrane transporter activity	17	0	0.02	2615	1.00000	1	MF
GO:0072354	histone kinase activity (H3-T3 specific)	16	0	0.02	2616	1.00000	1	MF
GO:0072374	carotene epsilon hydroxylase activity	9	0	0.01	2617	1.00000	1	MF
GO:0072542	protein phosphatase activator activity	15	0	0.02	2618	1.00000	1	MF
GO:0072582	17-beta-hydroxysteroid dehydrogenase (NADP+) activity	8	0	0.01	2619	1.00000	1	MF
GO:0072585	xanthosine nucleotidase activity	13	0	0.02	2620	1.00000	1	MF
GO:0080007	S-nitrosoglutathione reductase activity	5	0	0.01	2621	1.00000	1	MF
GO:0080013	(E,E)-geranyllinalool synthase activity	8	0	0.01	2622	1.00000	1	MF
GO:0080016	(-)-E-beta-caryophyllene synthase activity	15	0	0.02	2623	1.00000	1	MF
GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity	48	0	0.06	2624	1.00000	1	MF
GO:0080023	3R-hydroxyacyl-CoA dehydratase activity	12	0	0.01	2625	1.00000	1	MF
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding	25	0	0.03	2626	1.00000	1	MF
GO:0080030	methyl indole-3-acetate esterase activity	61	0	0.07	2627	1.00000	1	MF
GO:0080031	methyl salicylate esterase activity	38	0	0.05	2628	1.00000	1	MF
GO:0080032	methyl jasmonate esterase activity	38	0	0.05	2629	1.00000	1	MF
GO:0080041	ADP-ribose pyrophosphohydrolase activity	9	0	0.01	2630	1.00000	1	MF
GO:0080042	ADP-glucose pyrophosphohydrolase activity	9	0	0.01	2631	1.00000	1	MF
GO:0080043	quercetin 3-O-glucosyltransferase activity	276	0	0.33	2632	1.00000	1	MF
GO:0080044	quercetin 7-O-glucosyltransferase activity	270	0	0.32	2633	1.00000	1	MF
GO:0080048	GDP-D-glucose phosphorylase activity	10	0	0.01	2634	1.00000	1	MF
GO:0080049	L-gulono-1,4-lactone dehydrogenase activity	14	0	0.02	2635	1.00000	1	MF
GO:0080061	indole-3-acetonitrile nitrilase activity	19	0	0.02	2636	1.00000	1	MF
GO:0080076	caffeoyl CoA:S-adenosyl-L-methionine O-methyltransferase activity	9	0	0.01	2637	1.00000	1	MF
GO:0080079	cellobiose glucosidase activity	33	0	0.04	2638	1.00000	1	MF
GO:0080081	4-methylumbelliferyl-beta-D-glucopyranoside beta-glucosidase activity	9	0	0.01	2639	1.00000	1	MF
GO:0080082	esculin beta-glucosidase activity	9	0	0.01	2640	1.00000	1	MF
GO:0080083	beta-gentiobiose beta-glucosidase activity	52	0	0.06	2641	1.00000	1	MF
GO:0080095	phosphatidylethanolamine-sterol O-acyltransferase activity	13	0	0.02	2642	1.00000	1	MF
GO:0080096	phosphatidate-sterol O-acyltransferase activity	13	0	0.02	2643	1.00000	1	MF
GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity	5	0	0.01	2644	1.00000	1	MF
GO:0080115	myosin XI tail binding	111	0	0.13	2645	1.00000	1	MF
GO:0080116	glucuronoxylan glucuronosyltransferase activity	17	0	0.02	2646	1.00000	1	MF
GO:0080123	jasmonate-amino synthetase activity	13	0	0.02	2647	1.00000	1	MF
GO:0080130	L-phenylalanine:2-oxoglutarate aminotransferase activity	6	0	0.01	2648	1.00000	1	MF
GO:0080132	fatty acid alpha-hydroxylase activity	19	0	0.02	2649	1.00000	1	MF
GO:0080139	borate efflux transmembrane transporter activity	7	0	0.01	2650	1.00000	1	MF
GO:0080146	L-cysteine desulfhydrase activity	10	0	0.01	2651	1.00000	1	MF
GO:0080150	S-adenosyl-L-methionine:benzoic acid carboxyl methyl transferase activity	13	0	0.02	2652	1.00000	1	MF
GO:0080161	auxin transmembrane transporter activity	81	0	0.1	2653	1.00000	1	MF
GO:0089721	phosphoenolpyruvate transmembrane transporter activity	16	0	0.02	2654	1.00000	1	MF
GO:0090079	translation regulator activity, nucleic acid binding	1399	0	1.68	2655	1.00000	1	MF
GO:0090409	malonyl-CoA synthetase activity	5	0	0.01	2656	1.00000	1	MF
GO:0090415	7-hydroxymethyl chlorophyll a reductase activity	7	0	0.01	2657	1.00000	1	MF
GO:0090416	nicotinate transmembrane transporter activity	7	0	0.01	2658	1.00000	1	MF
GO:0090417	N-methylnicotinate transmembrane transporter activity	7	0	0.01	2659	1.00000	1	MF
GO:0090439	tetraketide alpha-pyrone synthase activity	6	0	0.01	2660	1.00000	1	MF
GO:0090482	vitamin transmembrane transporter activity	21	0	0.03	2661	1.00000	1	MF
GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity	10	0	0.01	2662	1.00000	1	MF
GO:0090599	alpha-glucosidase activity	80	0	0.1	2663	1.00000	1	MF
GO:0090729	toxin activity	86	0	0.1	2664	1.00000	1	MF
GO:0097001	ceramide binding	31	0	0.04	2665	1.00000	1	MF
GO:0097007	4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity	7	0	0.01	2666	1.00000	1	MF
GO:0097027	ubiquitin-protein transferase activator activity	54	0	0.06	2667	1.00000	1	MF
GO:0097157	pre-mRNA intronic binding	26	0	0.03	2668	1.00000	1	MF
GO:0097177	mitochondrial ribosome binding	5	0	0.01	2669	1.00000	1	MF
GO:0097363	protein O-GlcNAc transferase activity	23	0	0.03	2670	1.00000	1	MF
GO:0097472	cyclin-dependent protein kinase activity	211	0	0.25	2671	1.00000	1	MF
GO:0097506	deaminated base DNA N-glycosylase activity	6	0	0.01	2672	1.00000	1	MF
GO:0097573	glutathione oxidoreductase activity	202	0	0.24	2673	1.00000	1	MF
GO:0097599	xylanase activity	103	0	0.12	2674	1.00000	1	MF
GO:0097602	cullin family protein binding	67	0	0.08	2675	1.00000	1	MF
GO:0097617	annealing activity	27	0	0.03	2676	1.00000	1	MF
GO:0097621	monoamine oxidase activity	8	0	0.01	2677	1.00000	1	MF
GO:0097718	disordered domain specific binding	17	0	0.02	2678	1.00000	1	MF
GO:0098505	G-rich strand telomeric DNA binding	9	0	0.01	2679	1.00000	1	MF
GO:0098518	polynucleotide phosphatase activity	14	0	0.02	2680	1.00000	1	MF
GO:0098599	palmitoyl hydrolase activity	32	0	0.04	2681	1.00000	1	MF
GO:0098808	mRNA cap binding	14	0	0.02	2682	1.00000	1	MF
GO:0098809	nitrite reductase activity	10	0	0.01	2683	1.00000	1	MF
GO:0098847	sequence-specific single stranded DNA binding	222	0	0.27	2684	1.00000	1	MF
GO:0099094	ligand-gated cation channel activity	35	0	0.04	2685	1.00000	1	MF
GO:0099106	ion channel regulator activity	11	0	0.01	2686	1.00000	1	MF
GO:0099122	RNA polymerase II C-terminal domain binding	32	0	0.04	2687	1.00000	1	MF
GO:0102009	proline dipeptidase activity	10	0	0.01	2688	1.00000	1	MF
GO:0102027	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity	5	0	0.01	2689	1.00000	1	MF
GO:0102028	cystathionine gamma-synthase activity (acts on O-phosphohomoserine)	7	0	0.01	2690	1.00000	1	MF
GO:0102033	long-chain fatty acid omega-hydroxylase activity	7	0	0.01	2691	1.00000	1	MF
GO:0102043	isopentenyl phosphate kinase activity	5	0	0.01	2692	1.00000	1	MF
GO:0102053	(-)-jasmonoyl-isoleucine synthetase activity	14	0	0.02	2693	1.00000	1	MF
GO:0102057	jasmonoyl-valine synthetase activity	14	0	0.02	2694	1.00000	1	MF
GO:0102058	jasmonoyl-leucine synthetase activity	14	0	0.02	2695	1.00000	1	MF
GO:0102060	endo-alpha-bergamontene synthase activity	6	0	0.01	2696	1.00000	1	MF
GO:0102064	gamma-curcumene synthase activity	6	0	0.01	2697	1.00000	1	MF
GO:0102067	geranylgeranyl diphosphate reductase activity	21	0	0.03	2698	1.00000	1	MF
GO:0102070	18-hydroxyoleate peroxygenase activity	12	0	0.01	2699	1.00000	1	MF
GO:0102084	L-dopa O-methyltransferase activity	10	0	0.01	2700	1.00000	1	MF
GO:0102094	S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity	5	0	0.01	2701	1.00000	1	MF
GO:0102097	(22S)-22-hydroxy-5alpha-campestan-3-one C-23 hydroxylase activity	9	0	0.01	2702	1.00000	1	MF
GO:0102111	gibberellin A20,2-oxoglutarate:oxygen oxidoreductase activity	8	0	0.01	2703	1.00000	1	MF
GO:0102121	ceramidase activity	9	0	0.01	2704	1.00000	1	MF
GO:0102128	chalcone synthase activity	15	0	0.02	2705	1.00000	1	MF
GO:0102136	3-epi-6-deoxocathasterone C-23 hydroxylase activity	9	0	0.01	2706	1.00000	1	MF
GO:0102145	(3R)-(E)-nerolidol synthase activity	22	0	0.03	2707	1.00000	1	MF
GO:0102148	N-acetyl-beta-D-galactosaminidase activity	22	0	0.03	2708	1.00000	1	MF
GO:0102149	farnesylcysteine lyase activity	5	0	0.01	2709	1.00000	1	MF
GO:0102158	very-long-chain 3-hydroxyacyl-CoA dehydratase activity	31	0	0.04	2710	1.00000	1	MF
GO:0102171	DMNT synthase activity	6	0	0.01	2711	1.00000	1	MF
GO:0102193	protein-ribulosamine 3-kinase activity	10	0	0.01	2712	1.00000	1	MF
GO:0102202	soladodine glucosyltransferase activity	12	0	0.01	2713	1.00000	1	MF
GO:0102203	brassicasterol glucosyltransferase activity	12	0	0.01	2714	1.00000	1	MF
GO:0102205	cholesterol alpha-glucosyltransferase activity	12	0	0.01	2715	1.00000	1	MF
GO:0102210	rhamnogalacturonan endolyase activity	22	0	0.03	2716	1.00000	1	MF
GO:0102216	maltodextrin water dikinase	7	0	0.01	2717	1.00000	1	MF
GO:0102218	starch, H2O dikinase activity	7	0	0.01	2718	1.00000	1	MF
GO:0102229	amylopectin maltohydrolase activity	59	0	0.07	2719	1.00000	1	MF
GO:0102250	linear malto-oligosaccharide phosphorylase activity	16	0	0.02	2720	1.00000	1	MF
GO:0102293	pheophytinase b activity	12	0	0.01	2721	1.00000	1	MF
GO:0102294	cholesterol dehydrogenase activity	6	0	0.01	2722	1.00000	1	MF
